symbol,organ_name,en_organ_name,exchange,type,id,industry_code,industry_name,sector,profile_status,exclude_reason,included_nonfinancial
ELC,CTCP Công Nghệ - Viễn Thông Elcom,Elcom Technology Communications Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
EVE,CTCP Everpia,Everpia Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
EVG,CTCP Tập đoàn EverLand,Everland Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
FCM,CTCP Bê tông Phan Vũ Hà Nam,Phan Vu Ha Nam Concrete Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
FCN,CTCP FECON,FECON CORPORATION,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign Trade Development & Investment Corporation of HCMC,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
FIR,CTCP Địa ốc First Real,First Real Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
FIT,CTCP Tập đoàn F.I.T,F.I.T Group Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
FMC,CTCP Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company ,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
FPT,CTCP FPT,FPT Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
FRT,CTCP Bán lẻ Kỹ thuật số FPT,FPT Digital Retail Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
GAS,Tổng Công ty Khí Việt Nam - CTCP,PetroVietnam Gas Joint Stock Corporation,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
GDT,CTCP Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
GEE,CTCP Điện lực Gelex,Gelex Electricity Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
GEG,CTCP Điện Gia Lai,Gia Lai Electricity Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
GEL,CTCP Hạ tầng GELEX,Gelex Infrastructure Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
GEX,CTCP Tập đoàn GELEX,GELEX Group Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
GHC,CTCP Thủy điện Gia Lai,Gia Lai Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,Binh Thanh Import Export Production and Trade Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
GMD,CTCP Tập đoàn Gemadept,Gemadept Group Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
GMH,CTCP Minh Hưng Quảng Trị,Quang Tri Minh Hung Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,International Gas Product Shipping Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
GTA,CTCP Chế biến gỗ Thuận An,Thuan An Wood Processing Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,Viet Nam Rubber Group - Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
HAG,CTCP Hoàng Anh Gia Lai,Hoang Anh Gia Lai Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
HAH,CTCP Vận tải và Xếp dỡ Hải An,Hai An Transport and Stevedoring Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
HAP,CTCP Tập đoàn Hapaco,Hapaco Group Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien Real Estate Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
HAS,CTCP Hacisco,Hacisco Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
HAX,CTCP Dịch vụ Ô tô Hàng Xanh,Hang Xanh Motors Service Joint Stock Company  ,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,HCD Investment Producing and Trading Joint Stock Company ,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau House Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
HDG,CTCP Tập đoàn Hà Đô,Ha Do Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
HHP,CTCP HHP Global,HHP Global Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
HHS,CTCP Đầu tư Dịch vụ Hoàng Huy,Hoang Huy Investment Services Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
HHV,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả,Deo Ca Traffic Infrastructure Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
HID,CTCP Halcom Việt Nam,Halcom Vietnam Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
HII,CTCP An Tiến Industries,An Tien Industries Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
HMC,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,VNSTEEL - HoChiMinh City Metal Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
HNA,CTCP Thủy điện Hủa Na,Hua Na Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
HPA,CTCP Phát triển Nông nghiệp Hòa Phát,Hoa Phat Agriculture Development Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
HPG,CTCP Tập đoàn Hòa Phát,Hoa Phat Group Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
HPX,CTCP Đầu tư Hải Phát,Hai Phat Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
HQC,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân,Hoang Quan Consulting-Trading-Service Real Estate Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
HRC,CTCP Cao su Hòa Bình,Hoa Binh Rubber Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
HSG,CTCP Tập đoàn Hoa Sen,Hoa Sen Group,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,Hong Ha Food Investment Development Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
HT1,CTCP Xi Măng Vicem Hà Tiên,Vicem Ha Tien Cement Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
HTG,Tổng Công ty cổ phần Dệt may Hòa Thọ,Hoa Tho Textile - Garment Joint Stock Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
HTI,CTCP Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
HTL,CTCP Kỹ thuật và Ô tô Trường Long,Truong Long Engineering and Auto Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
HTN,CTCP Hưng Thịnh Incons,Hung Thinh Incons Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
HTV,CTCP Logistics Vicem,Logistics Vicem Joint Stock Company ,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
HU1,CTCP Đầu tư và Xây dựng HUD1,HUD1 Investment and Construction Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
HUB,CTCP Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
HVH,CTCP Đầu tư và Công nghệ HVC,HVC Investment and Technology Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
ICT,CTCP Viễn thông - Tin học Bưu điện,Joint Stock Company for Telecom and Informatics,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
IDI,CTCP Đầu tư và Phát triển Đa Quốc Gia - IDI,I.D.I International Development and Investment Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
IJC,CTCP Phát triển Hạ tầng Kỹ thuật,Becamex Infrastructure Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
ILB,CTCP ICD Tân Cảng - Long Bình,ICD Tan Cang - Long Binh Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
IMP,CTCP Dược phẩm Imexpharm,Imexpharm Corporation,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
ITC,CTCP Đầu tư và Kinh doanh Nhà,Investment and Trading of Real Estate Joint stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
ITD,CTCP Công nghệ ITD,ITD Technology Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
JVC,CTCP Đầu tư Y tế - Dược phẩm Việt Nam,Vitenam Medical And Pharmaceutical Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Kinh Bac City Development Holding Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
KDC,CTCP Tập đoàn KIDO,KIDO Group Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,Khang Dien House Trading and Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
KHG,CTCP Tập đoàn Khải Hoàn Land,Khai Hoan Land Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
KHP,CTCP Điện lực Khánh Hòa,Khanh Hoa Power Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
KMR,CTCP Mirae,Mirae Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
KOS,CTCP KOSY,KOSY Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
KSB,CTCP Khoáng sản và Xây dựng Bình Dương,Binh Duong Mineral and Construction Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
L10,CTCP Lilama 10,Lilama 10 Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
LAF,CTCP Chế biến hàng Xuất khẩu Long An,Long An Food Processing Export Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,LamDong Minerals and Building Materials Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
LCG,CTCP Lizen,Lizen Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
LDG,CTCP Đầu tư LDG,LDG Investment Joint stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
LGC,CTCP Đầu tư Cầu đường CII,CII Bridges and Roads Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,Long Giang Investment and Urban Development Joint-Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
LHG,CTCP Long Hậu,Long Hau Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
LIX,CTCP Bột Giặt Lix,Lix Detergent Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
LM8,CTCP Lilama 18,Lilama 18 Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
LSS,CTCP Mía Đường Lam Sơn,Lam Son Sugar Joint Stock Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
MCH,CTCP Hàng tiêu dùng Masan,Masan Consumer Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
MCM,CTCP Giống Bò sữa Mộc Châu,MocChau Dairy Cattle Breeding Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
MCP,CTCP In và Bao bì Mỹ Châu,MyChau Printing and Packaging Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
MDG,CTCP Miền Đông,Mien Dong Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
MHC,CTCP MHC,MHC Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
MSH,CTCP May Sông Hồng,Song Hong Garment Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
MSN,CTCP Tập đoàn Masan,Masan Group Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
MWG,CTCP Đầu tư Thế giới Di động,Mobile World Investment Corporation,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
MZG,CTCP Miza,Miza Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
NAF,CTCP Nafoods Group,Nafoods Group Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
NAV,CTCP Nam Việt,Nam Viet Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
NBB,CTCP Đầu tư Năm Bảy Bảy,577 Investment Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NCT,CTCP Dịch vụ Hàng hóa Nội Bài,NoiBai Cargo Terminal Services Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Ha Noi South Housing and Urban Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NHH,CTCP Nhựa Hà Nội,HaNoi Plastics Joint Stock Company,HOSE,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc",listing_only,,True
NHT,CTCP Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
NKG,CTCP Thép Nam Kim,Nam Kim Steel Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
NLG,CTCP Đầu tư Nam Long,Nam Long Investment Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NNC,CTCP Đá Núi Nhỏ,Nui Nho Stone Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
NO1,CTCP Tập đoàn 911,911 Group Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,Vietnam National Seed Group Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,PetroVietnam Power Nhon Trach 2 Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NTL,CTCP Phát triển Đô thị Từ Liêm,Tu Liem Urban Development Joint-Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va ,No Va Land Investment Group Corporation ,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Ninh Van Bay Travel Real Estate Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí",listing_only,,True
OPC,CTCP Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
PAC,CTCP Pin Ắc quy Miền Nam,Dry Cell and Storage Battery Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
PAN,CTCP Tập đoàn PAN,The PAN Group Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
PC1,CTCP Tập Đoàn PC1,PC1 Group Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
PDN,CTCP Cảng Đồng Nai,Dong Nai Port Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PDR,CTCP Phát triển Bất động sản Phát Đạt,Phat Dat Real Estate Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,Petrovietnam General Services Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PGC,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,PetroVietNam Low Pressure Gas Distribution Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PGV,Tổng Công ty Phát điện 3 - CTCP,Power Generation Joint Stock Corporation 3,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PHC,CTCP Xây dựng Phục Hưng Holdings,Phuc Hung Holdings Construction Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
PHR,CTCP Cao su Phước Hòa,Phuoc Hoa Rubber Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
PIT,CTCP Xuất nhập khẩu Petrolimex,Petrolimex International Trading Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PJT,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
PLX,Tập đoàn Xăng Dầu Việt Nam,VietNam National Petroleum Group,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PNC,CTCP Văn hóa Phương Nam,Phuong Nam Cultural Joint Stock Corporation,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
