symbol,organ_name,en_organ_name,exchange,type,id,industry_code,industry_name,sector
PVP,CTCP Vận tải Dầu khí Thái Bình Dương,Pacific Petroleum Transportation Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
PVT,Tổng Công ty cổ phần Vận tải Dầu khí,PetroVietnam Transportation Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
QCG,CTCP Quốc Cường Gia Lai,Quoc Cuong Gia Lai Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
QNP,CTCP Cảng Quy Nhơn,Quy Nhon Port Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
RAL,CTCP Bóng đèn Phích nước Rạng Đông,Rang Dong Light Source and Vacuum Flask Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
REE,CTCP Cơ Điện Lạnh,Refrigeration Electrical Engineering Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng
RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,Royal Manufacture and Investment Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
S4A,CTCP Thủy điện Sê San 4A,Se San 4A HydroPower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,Saigon Beer - Alcohol - Beverage Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
SAM,CTCP SAM Holdings,SAM Holdings Corporation,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
SBA,CTCP Sông Ba,Song Ba Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Siba High-Tech Mechanical Group Joint Stock Company,HOSE,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc"
SBT,CTCP Thành Thành Công - Biên Hòa,Thanh Thanh Cong - Bien Hoa Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
SBV,CTCP Siam Brothers Việt Nam,Siam Brothers Vietnam Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
SC5,CTCP Xây dựng Số 5,Construction Joint Stock Company No 5,HOSE,stock,1,24.0,Xây dựng,Xây dựng
SCR,CTCP Địa ốc Sài Gòn Thương Tín,Sai Gon Thuong Tin Real Estate Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,Sai Gon Cargo Service Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
SFC,CTCP Nhiên liệu Sài Gòn,SaiGon Fuel Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
SFG,CTCP Phân Bón Miền Nam,The Southern Fertilizer Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
SFI,CTCP Đại lý Vận tải SAFI,Sea & Air Freight International,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
SGN,CTCP Phục vụ Mặt đất Sài Gòn,Saigon Ground Services Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,Saigon Real Estate Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
SGT,CTCP Công nghệ Viễn Thông Sài Gòn,SaiGon Telecommunication & Technologies Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
SHA,CTCP Sơn Hà Sài Gòn,Son Ha Sai Gon Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,Saigon Hanoi Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
SHI,CTCP Quốc tế Sơn Hà,Son Ha International Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
SHP,CTCP Thủy điện Miền Nam,Southern Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
SIP,CTCP Đầu tư Sài Gòn VRG,Sai Gon VRG Investment Corporation,HOSE,stock,1,22.0,Tiện ích,Tiện ích
SJD,CTCP Thủy điện Cần Đơn,Candon HydroPower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
SJS,CTCP SJ Group,SJ Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Superdong Fast Ferry Kieng Giang Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
SMA,CTCP Thiết bị Phụ tùng Sài Gòn,Sai Gon Machinery Spare Parts Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
SMB,CTCP Bia Sài Gòn - Miền Trung,Sai Gon - Mien Trung Beer Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
SMC,CTCP Đầu tư Thương mại SMC,SMC Trading Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
SPM,CTCP SPM,SPM Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
SRC,CTCP Cao su Sao Vàng,Sao Vang Rubber Joint Stock Company,HOSE,stock,1,17.0,Sản phẩm cao su,Sản phẩm cao su
SRF,CTCP SEAREFICO,Searefico Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng
SSB,Ngân hàng TMCP Đông Nam Á,Southeast Asia Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
SSC,CTCP Giống cây trồng Miền Nam,Southern Seed Corporation,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
SSI,CTCP Chứng khoán SSI,SSI Securities Corporation,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
ST8,CTCP Tập đoàn ST8,ST8 Holdings Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
STB,Ngân hàng TMCP Sài Gòn Tài Lộc,Saigon Treasure Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
STG,CTCP Kho vận Miền Nam,South Logistics Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
STK,CTCP Sợi Thế Kỷ,Century Synthetic Fiber Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Saigon General Service Corporation,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
SVD,CTCP Đầu tư & Thương mại Vũ Đăng,Vu Dang Investment & Trading Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Sai Gon Vien Dong Technology Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
SZC,CTCP Sonadezi Châu Đức,Sonadezi Chau Duc Shareholding Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
SZL,CTCP Sonadezi Long Thành,Sonadezi Long Thanh Shareholding Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TAL,CTCP Đầu tư Bất động sản Taseco,Taseco Land Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TBC,CTCP Thủy điện Thác Bà,Thac Ba Hydro Power Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,Vietnam Technological and Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
TCD,CTCP Tập đoàn Xây dựng TRACODI,TRACODI Construction Holdings Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,Hoang Huy Investment Financial Services Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TCI,CTCP Chứng khoán Thành Công,ThanhCong Securities Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics and Stevedoring Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,Thanh Cong Textile Garment Investment Trading Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
TCO,CTCP Janus Group,Janus GroupJoint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
TCR,CTCP Công nghiệp Gốm sứ Taicera,Taicera Enterprise Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Tay Ninh Cable Car Tour Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
TCX,CTCP Chứng khoán Kỹ Thương,Techcom Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
TDC,CTCP Kinh doanh và Phát triển Bình Dương,Binh Duong Trade And Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TDG,CTCP Đầu tư TDG Global,TDG Global Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
TDH,CTCP Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TDM,CTCP Nước Thủ Dầu Một,Thu Dau Mot Water Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
TDP,CTCP Thuận Đức,Thuan Duc Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
TDW,CTCP Cấp nước Thủ Đức,Thu Duc Water Supply Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
TEG,CTCP Trường Thành Energy Group,Truong Thanh Energy Group Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
THG,CTCP Đầu tư và Xây dựng Tiền Giang,Tien Giang Investment and Construction Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
TIP,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Tin Nghia Industrial Park Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import - Export Joint Stock Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development and Construction Investment Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
TLG,CTCP Tập đoàn Thiên Long,Thien Long Group Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
TLH,CTCP Tập đoàn Thép Tiến Lên,Tien Len Steel Corporation Joint - Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
TMP,CTCP Thủy điện Thác Mơ,Thac Mo Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
TMS,CTCP Transimex,Transimex Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
TMT,CTCP Ô tô TMT,TMT Motors Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
TN1,CTCP Rox Key Holdings,Rox Key Holdings Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
TNC,CTCP Cao su Thống Nhất,Thong Nhat Rubber Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
TNH,CTCP Tập đoàn Bệnh viện TNH,TNH Hospital Group Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
TNI,CTCP Tập đoàn Thành Nam,Thanh Nam Group Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
TNT,CTCP Tập đoàn TNT,TNT Group Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
TPB,Ngân hàng TMCP Tiên Phong,Tien Phong Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
TPC,CTCP Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
TRA,CTCP Traphaco,Traphaco Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
TRC,CTCP Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company ,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
TSA,CTCP Đầu tư và Xây lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
TSC,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Construction Investment Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
TTE,CTCP Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
TTF,CTCP Tập đoàn Kỹ nghệ gỗ Trường Thành,Truong Thanh Furniture Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
TV2,CTCP Tư vấn Xây dựng Điện 2,Power Engineering Consulting Joint Stock Company 2,HOSE,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ"
TVB,CTCP Chứng khoán T-Cap,T-Cap Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
TVS,CTCP Chứng khoán Thiên Việt,Thien Viet Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
TVT,Tổng Công ty Việt Thắng - CTCP,Viet Thang Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,Taya (Vietnam) Electric Wire and Cable Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,Idico Urban and House Development Investment Joint-Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
VAB,Ngân hàng TMCP Việt Á,Vietnam - Asia Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
VCA,CTCP Thép VICASA,VICASA Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,Joint Stock Commercial Bank for Foreign Trade of Vietnam,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
VCF,CTCP Vinacafé Biên Hòa,Vinacafé Bien Hoa Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
VCG,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Viet Nam Construction And Import - Export Joint Stock Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng
VCI,CTCP Chứng khoán Vietcap,Vietcap Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
VCK,CTCP Chứng khoán VPS,VPS Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
VDP,CTCP Dược phẩm Trung ương VIDIPHA,VIDIPHA Central Pharmaceutical Joint - Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
VDS,CTCP Chứng khoán Rồng Việt,Viet Dragon Securities Corporation,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
VFG,CTCP Khử trùng Việt Nam,Viet Nam Fumigation Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
VGC,Tổng Công ty Viglacera - CTCP,Viglacera Corporation - JSC,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
VHC,CTCP Vĩnh Hoàn,Vinh Hoan Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
VHM,CTCP Vinhomes,Vinhomes Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
VIB,Ngân hàng TMCP Quốc tế Việt Nam,Vietnam International Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
VIC,Tập đoàn VINGROUP - CTCP,Vingroup Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,Vien Dong Investment Development Trading Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn
VIP,CTCP Vận tải Xăng dầu VIPCO,Vietnam Petroleum Transport Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VIX,CTCP Chứng khoán VIX,VIX Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
VJC,CTCP Hàng không Vietjet,Vietjet Aviation Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VMD,CTCP Y Dược phẩm Vimedimex,Vimedimex Medi - Pharma Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
VND,CTCP Chứng khoán VNDIRECT,VNDIRECT Securities Corporation,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
VNG,CTCP Du lịch Thành Thành Công,Thanh Thanh Cong Tourist Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí"
VNL,CTCP Logistics Vinalink,Vinalink Logistics Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VNM,CTCP Sữa Việt Nam,Vietnam Dairy Products Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
VNS,CTCP Ánh Dương Việt Nam,Vietnam Sun Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VOS,CTCP Vận tải Biển Việt Nam,Vietnam Ocean Shipping Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,Vietnam Prosperity Joint Stock Commercial Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
VPD,CTCP Phát triển Điện lực Việt Nam,Vietnam Power Development Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Viet Phat Import Export Trading Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
VPH,CTCP Vạn Phát Hưng,Van Phat Hung Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
VPI,CTCP Phát triển Bất động sản Văn Phú,Van Phu Real Estate Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
VPL,CTCP Vinpearl,Vinpearl Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí"
VPS,CTCP Thuốc sát trùng Việt Nam ,Vietnam Pesticide Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
VPX,CTCP Chứng khoán VPBank,VPBank Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
VRC,CTCP Bất động sản và Đầu tư VRC,VRC Real Estate and Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
VRE,CTCP Vincom Retail,Vincom Retail Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
VSC,CTCP Container Việt Nam,Vietnam Container Shipping Joint Stock Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VSH,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,Vinh Son - Song Hinh Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước,Water Supply Sewerage Construction and Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
VTB,CTCP Viettronics Tân Bình,Viettronics Tan Binh Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
VTO,CTCP Vận tải Xăng dầu Vitaco,Vietnam Tanker Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VTP,Tổng Công ty cổ phần Bưu chính Viettel,Viettel Post Joint Stock Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VVS,CTCP Đầu tư phát triển máy Việt Nam,Vietnam Machine Investment Development Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
YBM,CTCP YBM,YBM Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
YEG,CTCP Tập đoàn Yeah1,Yeah1 Group Corporation,HOSE,stock,1,,,
